Time,CEILT_1,UWALLT_1,LWALLT_1,FLOORT_1,TARGGAST_1,TARGSURT_1,TARGCENT_1,TARGFLUXT_1,TARGFLUXC_1,TARGFLUXR_1,TARGFLUXF_1,TARGFLUXS_1,TARGFLUXG_1,TARGGAST_2,TARGSURT_2,TARGCENT_2,TARGFLUXT_2,TARGFLUXC_2,TARGFLUXR_2,TARGFLUXF_2,TARGFLUXS_2,TARGFLUXG_2,TARGGAST_3,TARGSURT_3,TARGCENT_3,TARGFLUXT_3,TARGFLUXC_3,TARGFLUXR_3,TARGFLUXF_3,TARGFLUXS_3,TARGFLUXG_3,
0.270000E+03,0.602074E+02,0.243411E+02,0.229285E+02,0.258291E+02,0.881554E+02,0.235085E+02,0.200017E+02,0.585622E+00,0.366530E+00,0.219092E+00,0.000000E+00,0.415586E+00,0.222244E+00,0.271659E+02,0.213566E+02,0.213566E+02,0.311601E+01,0.206101E-01,0.309540E+01,0.293052E+01,0.418133E+00,0.165488E+00,0.271659E+02,0.352157E+02,0.352157E+02,0.311601E+01,0.206101E-01,0.309540E+01,0.293052E+01,0.418133E+00,0.165488E+00,
0.300000E+03,0.605200E+02,0.246901E+02,0.230648E+02,0.260472E+02,0.872895E+02,0.238641E+02,0.200031E+02,0.578527E+00,0.360877E+00,0.217650E+00,0.000000E+00,0.415883E+00,0.220506E+00,0.269419E+02,0.217709E+02,0.217709E+02,0.380609E+01,0.197856E-01,0.378630E+01,0.362235E+01,0.421595E+00,0.161102E+00,0.269419E+02,0.404861E+02,0.404861E+02,0.380609E+01,0.197856E-01,0.378630E+01,0.362235E+01,0.421595E+00,0.161102E+00,
0.330000E+03,0.602504E+02,0.249605E+02,0.231732E+02,0.262126E+02,0.857845E+02,0.241491E+02,0.200054E+02,0.564905E+00,0.351076E+00,0.213829E+00,0.000000E+00,0.414197E+00,0.218370E+00,0.267210E+02,0.222456E+02,0.222456E+02,0.456826E+01,0.189809E-01,0.454928E+01,0.438788E+01,0.423248E+00,0.156892E+00,0.267210E+02,0.467805E+02,0.467805E+02,0.456826E+01,0.189809E-01,0.454928E+01,0.438788E+01,0.423248E+00,0.156892E+00,
0.360000E+03,0.595994E+02,0.251697E+02,0.232570E+02,0.263330E+02,0.839255E+02,0.243780E+02,0.200088E+02,0.547406E+00,0.339011E+00,0.208396E+00,0.000000E+00,0.411446E+00,0.215688E+00,0.265035E+02,0.227878E+02,0.227878E+02,0.540038E+01,0.181964E-01,0.538218E+01,0.522468E+01,0.422445E+00,0.153792E+00,0.265035E+02,0.541720E+02,0.541720E+02,0.540038E+01,0.181964E-01,0.538218E+01,0.522468E+01,0.422445E+00,0.153792E+00,
0.390000E+03,0.589943E+02,0.253496E+02,0.233492E+02,0.264734E+02,0.822552E+02,0.245686E+02,0.200134E+02,0.532362E+00,0.328212E+00,0.204150E+00,0.000000E+00,0.409236E+00,0.213653E+00,0.262723E+02,0.234043E+02,0.234043E+02,0.631378E+01,0.173714E-01,0.629640E+01,0.614119E+01,0.425228E+00,0.148729E+00,0.262723E+02,0.627439E+02,0.627439E+02,0.631378E+01,0.173714E-01,0.629640E+01,0.614119E+01,0.425228E+00,0.148729E+00,
0.420000E+03,0.585211E+02,0.255194E+02,0.234465E+02,0.266283E+02,0.810903E+02,0.247411E+02,0.200196E+02,0.522194E+00,0.320705E+00,0.201489E+00,0.000000E+00,0.407132E+00,0.213095E+00,0.260977E+02,0.241014E+02,0.241014E+02,0.729466E+01,0.167541E-01,0.727791E+01,0.712423E+01,0.424552E+00,0.147864E+00,0.260977E+02,0.725627E+02,0.725627E+02,0.729466E+01,0.167541E-01,0.727791E+01,0.712423E+01,0.424552E+00,0.147864E+00,
0.450000E+03,0.581595E+02,0.256851E+02,0.235452E+02,0.267867E+02,0.802536E+02,0.249032E+02,0.200276E+02,0.515338E+00,0.315327E+00,0.200011E+00,0.000000E+00,0.405095E+00,0.213655E+00,0.259795E+02,0.248864E+02,0.248864E+02,0.834920E+01,0.163397E-01,0.833286E+01,0.818000E+01,0.423816E+00,0.147785E+00,0.259795E+02,0.836935E+02,0.836935E+02,0.834920E+01,0.163397E-01,0.833286E+01,0.818000E+01,0.423816E+00,0.147785E+00,
0.480000E+03,0.578812E+02,0.258491E+02,0.236440E+02,0.269448E+02,0.796204E+02,0.250579E+02,0.200374E+02,0.510598E+00,0.311264E+00,0.199333E+00,0.000000E+00,0.403058E+00,0.215013E+00,0.258960E+02,0.257658E+02,0.257658E+02,0.947706E+01,0.160480E-01,0.946101E+01,0.930849E+01,0.423020E+00,0.148240E+00,0.258960E+02,0.961859E+02,0.961859E+02,0.947706E+01,0.160480E-01,0.946101E+01,0.930849E+01,0.423020E+00,0.148240E+00,
0.510000E+03,0.577601E+02,0.260175E+02,0.237508E+02,0.271191E+02,0.792519E+02,0.252095E+02,0.200493E+02,0.508801E+00,0.308903E+00,0.199898E+00,0.000000E+00,0.401385E+00,0.217251E+00,0.258380E+02,0.267463E+02,0.267463E+02,0.106787E+02,0.158464E-01,0.106629E+02,0.105097E+02,0.422565E+00,0.149343E+00,0.258380E+02,0.110092E+03,0.110092E+03,0.106787E+02,0.158464E-01,0.106629E+02,0.105097E+02,0.422565E+00,0.149343E+00,
0.540000E+03,0.577717E+02,0.261926E+02,0.238611E+02,0.273034E+02,0.791824E+02,0.253627E+02,0.200632E+02,0.509983E+00,0.308458E+00,0.201526E+00,0.000000E+00,0.399806E+00,0.220458E+00,0.258522E+02,0.278333E+02,0.278333E+02,0.119373E+02,0.158957E-01,0.119214E+02,0.117673E+02,0.418281E+00,0.154555E+00,0.258522E+02,0.125428E+03,0.125428E+03,0.119373E+02,0.158957E-01,0.119214E+02,0.117673E+02,0.418281E+00,0.154555E+00,
0.570000E+03,0.580152E+02,0.263821E+02,0.239860E+02,0.275142E+02,0.794520E+02,0.255220E+02,0.200793E+02,0.515005E+00,0.310185E+00,0.204820E+00,0.000000E+00,0.398843E+00,0.224715E+00,0.258886E+02,0.290341E+02,0.290341E+02,0.132847E+02,0.160225E-01,0.132687E+02,0.131120E+02,0.418440E+00,0.157047E+00,0.258886E+02,0.142226E+03,0.142226E+03,0.132847E+02,0.160225E-01,0.132687E+02,0.131120E+02,0.418440E+00,0.157047E+00,
0.600000E+03,0.584614E+02,0.265885E+02,0.241225E+02,0.277455E+02,0.800708E+02,0.256920E+02,0.200977E+02,0.523721E+00,0.314153E+00,0.209567E+00,0.000000E+00,0.398218E+00,0.230087E+00,0.259391E+02,0.303551E+02,0.303551E+02,0.147057E+02,0.161985E-01,0.146895E+02,0.145291E+02,0.418855E+00,0.160265E+00,0.259391E+02,0.160499E+03,0.160499E+03,0.147057E+02,0.161985E-01,0.146895E+02,0.145291E+02,0.418855E+00,0.160265E+00,
0.630000E+03,0.590578E+02,0.268102E+02,0.242671E+02,0.279904E+02,0.809184E+02,0.258733E+02,0.201182E+02,0.534990E+00,0.319599E+00,0.215390E+00,0.000000E+00,0.397824E+00,0.236305E+00,0.260045E+02,0.318020E+02,0.318020E+02,0.161999E+02,0.164270E-01,0.161835E+02,0.160188E+02,0.419466E+00,0.163985E+00,0.260045E+02,0.180241E+03,0.180241E+03,0.161999E+02,0.164270E-01,0.161835E+02,0.160188E+02,0.419466E+00,0.163985E+00,
0.660000E+03,0.597643E+02,0.270454E+02,0.244183E+02,0.282455E+02,0.819111E+02,0.260652E+02,0.201410E+02,0.547992E+00,0.325993E+00,0.222000E+00,0.000000E+00,0.397590E+00,0.243148E+00,0.260807E+02,0.333774E+02,0.333774E+02,0.177672E+02,0.166944E-01,0.177505E+02,0.175809E+02,0.420221E+00,0.168065E+00,0.260807E+02,0.201415E+03,0.201415E+03,0.177672E+02,0.166944E-01,0.177505E+02,0.175809E+02,0.420221E+00,0.168065E+00,
0.690000E+03,0.605509E+02,0.272921E+02,0.245749E+02,0.285086E+02,0.829958E+02,0.262668E+02,0.201659E+02,0.562189E+00,0.332994E+00,0.229195E+00,0.000000E+00,0.397471E+00,0.250462E+00,0.261641E+02,0.350856E+02,0.350856E+02,0.194074E+02,0.169883E-01,0.193904E+02,0.192156E+02,0.421083E+00,0.172415E+00,0.261641E+02,0.223967E+03,0.223967E+03,0.194074E+02,0.169883E-01,0.193904E+02,0.192156E+02,0.421083E+00,0.172415E+00,
0.720000E+03,0.613956E+02,0.275487E+02,0.247361E+02,0.287782E+02,0.841380E+02,0.264770E+02,0.201930E+02,0.577224E+00,0.340387E+00,0.236837E+00,0.000000E+00,0.397437E+00,0.258139E+00,0.262521E+02,0.369309E+02,0.369309E+02,0.211204E+02,0.172996E-01,0.211031E+02,0.209229E+02,0.422026E+00,0.176971E+00,0.262521E+02,0.247813E+03,0.247813E+03,0.211204E+02,0.172996E-01,0.211031E+02,0.209229E+02,0.422026E+00,0.176971E+00,
0.750000E+03,0.622823E+02,0.278137E+02,0.249014E+02,0.290533E+02,0.853162E+02,0.266950E+02,0.202222E+02,0.592864E+00,0.348032E+00,0.244832E+00,0.000000E+00,0.397467E+00,0.266103E+00,0.263429E+02,0.389174E+02,0.389174E+02,0.229063E+02,0.176221E-01,0.228886E+02,0.227027E+02,0.423030E+00,0.181690E+00,0.263429E+02,0.272838E+03,0.272838E+03,0.229063E+02,0.176221E-01,0.228886E+02,0.227027E+02,0.423030E+00,0.181690E+00,
0.780000E+03,0.631967E+02,0.280861E+02,0.250703E+02,0.293332E+02,0.865045E+02,0.269199E+02,0.202535E+02,0.608814E+00,0.355761E+00,0.253053E+00,0.000000E+00,0.397552E+00,0.274239E+00,0.264357E+02,0.410491E+02,0.410491E+02,0.247648E+02,0.179535E-01,0.247468E+02,0.245550E+02,0.424065E+00,0.186545E+00,0.264357E+02,0.298895E+03,0.298895E+03,0.247648E+02,0.179535E-01,0.247468E+02,0.245550E+02,0.424065E+00,0.186545E+00,
0.810000E+03,0.641116E+02,0.283637E+02,0.252427E+02,0.296172E+02,0.876505E+02,0.271496E+02,0.202869E+02,0.624433E+00,0.363233E+00,0.261200E+00,0.000000E+00,0.397689E+00,0.282249E+00,0.265367E+02,0.433298E+02,0.433298E+02,0.266956E+02,0.183154E-01,0.266773E+02,0.264795E+02,0.425037E+00,0.191508E+00,0.265367E+02,0.325806E+03,0.325806E+03,0.266956E+02,0.183154E-01,0.266773E+02,0.264795E+02,0.425037E+00,0.191508E+00,
0.840000E+03,0.650244E+02,0.286457E+02,0.254182E+02,0.299048E+02,0.887764E+02,0.273833E+02,0.203223E+02,0.639951E+00,0.370590E+00,0.269361E+00,0.000000E+00,0.397866E+00,0.290233E+00,0.266484E+02,0.457462E+02,0.457462E+02,0.276476E+02,0.187181E-01,0.276289E+02,0.274251E+02,0.425976E+00,0.196551E+00,0.266484E+02,0.353078E+03,0.353078E+03,0.276476E+02,0.187181E-01,0.276289E+02,0.274251E+02,0.425976E+00,0.196551E+00,
0.870000E+03,0.659382E+02,0.289316E+02,0.255967E+02,0.301958E+02,0.898947E+02,0.276208E+02,0.203597E+02,0.655511E+00,0.377913E+00,0.277598E+00,0.000000E+00,0.398083E+00,0.298253E+00,0.267681E+02,0.480989E+02,0.480989E+02,0.266991E+02,0.191518E-01,0.266799E+02,0.264701E+02,0.426912E+00,0.201659E+00,0.267681E+02,0.377213E+03,0.377213E+03,0.266991E+02,0.191518E-01,0.266799E+02,0.264701E+02,0.426912E+00,0.201659E+00,
0.900000E+03,0.668479E+02,0.292212E+02,0.257772E+02,0.304890E+02,0.910098E+02,0.278620E+02,0.203991E+02,0.671129E+00,0.385230E+00,0.285900E+00,0.000000E+00,0.398306E+00,0.306332E+00,0.269039E+02,0.503343E+02,0.503343E+02,0.258042E+02,0.196465E-01,0.257845E+02,0.255688E+02,0.426826E+00,0.207678E+00,0.269039E+02,0.397449E+03,0.397449E+03,0.258042E+02,0.196465E-01,0.257845E+02,0.255688E+02,0.426826E+00,0.207678E+00,
0.930000E+03,0.677641E+02,0.295148E+02,0.259607E+02,0.307855E+02,0.921251E+02,0.281069E+02,0.204404E+02,0.686897E+00,0.392562E+00,0.294336E+00,0.000000E+00,0.398594E+00,0.314480E+00,0.270477E+02,0.524600E+02,0.524600E+02,0.249760E+02,0.201742E-01,0.249558E+02,0.247339E+02,0.427738E+00,0.212936E+00,0.270477E+02,0.414136E+03,0.414136E+03,0.249760E+02,0.201742E-01,0.249558E+02,0.247339E+02,0.427738E+00,0.212936E+00,
0.960000E+03,0.686843E+02,0.298124E+02,0.261471E+02,0.310850E+02,0.932405E+02,0.283554E+02,0.204837E+02,0.702792E+00,0.399908E+00,0.302884E+00,0.000000E+00,0.398924E+00,0.322699E+00,0.271867E+02,0.544822E+02,0.544822E+02,0.241999E+02,0.206871E-01,0.241792E+02,0.239511E+02,0.428678E+00,0.218240E+00,0.271867E+02,0.427642E+03,0.427642E+03,0.241999E+02,0.206871E-01,0.241792E+02,0.239511E+02,0.428678E+00,0.218240E+00,
0.990000E+03,0.696069E+02,0.301139E+02,0.263363E+02,0.313874E+02,0.943550E+02,0.286075E+02,0.205290E+02,0.718800E+00,0.407261E+00,0.311539E+00,0.000000E+00,0.399290E+00,0.330987E+00,0.273230E+02,0.564067E+02,0.564067E+02,0.234712E+02,0.211931E-01,0.234500E+02,0.232155E+02,0.429645E+00,0.223585E+00,0.273230E+02,0.438344E+03,0.438344E+03,0.234712E+02,0.211931E-01,0.234500E+02,0.232155E+02,0.429645E+00,0.223585E+00,
0.102000E+04,0.705313E+02,0.304193E+02,0.265280E+02,0.316924E+02,0.954682E+02,0.288631E+02,0.205762E+02,0.734917E+00,0.414619E+00,0.320297E+00,0.000000E+00,0.399692E+00,0.339343E+00,0.274576E+02,0.582386E+02,0.582386E+02,0.227856E+02,0.216959E-01,0.227639E+02,0.225231E+02,0.430641E+00,0.228970E+00,0.274576E+02,0.446613E+03,0.446613E+03,0.227856E+02,0.216959E-01,0.227639E+02,0.225231E+02,0.430641E+00,0.228970E+00,
0.105000E+04,0.714572E+02,0.307285E+02,0.267224E+02,0.319999E+02,0.965801E+02,0.291220E+02,0.206253E+02,0.751140E+00,0.421981E+00,0.329159E+00,0.000000E+00,0.400128E+00,0.347769E+00,0.275911E+02,0.599830E+02,0.599830E+02,0.221396E+02,0.221972E-01,0.221174E+02,0.218701E+02,0.431668E+00,0.234391E+00,0.275911E+02,0.452800E+03,0.452800E+03,0.221396E+02,0.221972E-01,0.221174E+02,0.218701E+02,0.431668E+00,0.234391E+00,
0.108000E+04,0.723846E+02,0.310415E+02,0.269192E+02,0.323100E+02,0.976907E+02,0.293844E+02,0.206763E+02,0.767470E+00,0.429345E+00,0.338125E+00,0.000000E+00,0.400597E+00,0.356266E+00,0.277236E+02,0.616445E+02,0.616445E+02,0.215299E+02,0.226977E-01,0.215072E+02,0.212533E+02,0.432727E+00,0.239849E+00,0.277236E+02,0.457223E+03,0.457223E+03,0.215299E+02,0.226977E-01,0.215072E+02,0.212533E+02,0.432727E+00,0.239849E+00,
0.111000E+04,0.733133E+02,0.313583E+02,0.271186E+02,0.326224E+02,0.988001E+02,0.296500E+02,0.207293E+02,0.783907E+00,0.436713E+00,0.347194E+00,0.000000E+00,0.401097E+00,0.364836E+00,0.278552E+02,0.632273E+02,0.632273E+02,0.209534E+02,0.231975E-01,0.209302E+02,0.206698E+02,0.433818E+00,0.245344E+00,0.278552E+02,0.460168E+03,0.460168E+03,0.209534E+02,0.231975E-01,0.209302E+02,0.206698E+02,0.433818E+00,0.245344E+00,
0.114000E+04,0.742434E+02,0.316787E+02,0.273204E+02,0.329372E+02,0.999084E+02,0.299189E+02,0.207842E+02,0.800452E+00,0.444084E+00,0.356368E+00,0.000000E+00,0.401627E+00,0.373479E+00,0.279859E+02,0.647356E+02,0.647356E+02,0.204078E+02,0.236967E-01,0.203841E+02,0.201170E+02,0.434941E+00,0.250874E+00,0.279859E+02,0.461885E+03,0.461885E+03,0.204078E+02,0.236967E-01,0.203841E+02,0.201170E+02,0.434941E+00,0.250874E+00,
0.117000E+04,0.751748E+02,0.320029E+02,0.275247E+02,0.332540E+02,0.101016E+03,0.301911E+02,0.208410E+02,0.817107E+00,0.451458E+00,0.365649E+00,0.000000E+00,0.402188E+00,0.382199E+00,0.281166E+02,0.661729E+02,0.661729E+02,0.198905E+02,0.241981E-01,0.198663E+02,0.195925E+02,0.436098E+00,0.256441E+00,0.281166E+02,0.462590E+03,0.462590E+03,0.198905E+02,0.241981E-01,0.198663E+02,0.195925E+02,0.436098E+00,0.256441E+00,
0.120000E+04,0.761077E+02,0.323309E+02,0.277314E+02,0.335727E+02,0.102122E+03,0.304665E+02,0.208998E+02,0.833875E+00,0.458838E+00,0.375037E+00,0.000000E+00,0.402777E+00,0.390998E+00,0.282484E+02,0.675432E+02,0.675432E+02,0.193995E+02,0.247066E-01,0.193748E+02,0.190942E+02,0.437288E+00,0.262046E+00,0.282484E+02,0.462468E+03,0.462468E+03,0.193995E+02,0.247066E-01,0.193748E+02,0.190942E+02,0.437288E+00,0.262046E+00,
0.123000E+04,0.770421E+02,0.326625E+02,0.279405E+02,0.338933E+02,0.103228E+03,0.307451E+02,0.209605E+02,0.850760E+00,0.466224E+00,0.384536E+00,0.000000E+00,0.403396E+00,0.399878E+00,0.283805E+02,0.688498E+02,0.688498E+02,0.189328E+02,0.252187E-01,0.189076E+02,0.186202E+02,0.438514E+00,0.267688E+00,0.283805E+02,0.461674E+03,0.461674E+03,0.189328E+02,0.252187E-01,0.189076E+02,0.186202E+02,0.438514E+00,0.267688E+00,
0.126000E+04,0.779782E+02,0.329978E+02,0.281521E+02,0.342159E+02,0.104334E+03,0.310270E+02,0.210232E+02,0.867762E+00,0.473617E+00,0.394146E+00,0.000000E+00,0.404042E+00,0.408842E+00,0.285122E+02,0.700957E+02,0.700957E+02,0.184889E+02,0.257322E-01,0.184631E+02,0.181687E+02,0.439774E+00,0.273368E+00,0.285122E+02,0.460337E+03,0.460337E+03,0.184889E+02,0.257322E-01,0.184631E+02,0.181687E+02,0.439774E+00,0.273368E+00,
0.129000E+04,0.789654E+02,0.333401E+02,0.283677E+02,0.345425E+02,0.105413E+03,0.313157E+02,0.210878E+02,0.886606E+00,0.480839E+00,0.405768E+00,0.000000E+00,0.402733E+00,0.421773E+00,0.286442E+02,0.712840E+02,0.712840E+02,0.180672E+02,0.262491E-01,0.180410E+02,0.177383E+02,0.439829E+00,0.281582E+00,0.286442E+02,0.458566E+03,0.458566E+03,0.180672E+02,0.262491E-01,0.180410E+02,0.177383E+02,0.439829E+00,0.281582E+00,
0.132000E+04,0.799019E+02,0.336841E+02,0.285851E+02,0.348702E+02,0.106485E+03,0.316056E+02,0.211545E+02,0.903416E+00,0.488023E+00,0.415393E+00,0.000000E+00,0.403498E+00,0.430633E+00,0.287746E+02,0.724176E+02,0.724176E+02,0.176639E+02,0.267622E-01,0.176371E+02,0.173275E+02,0.441197E+00,0.287175E+00,0.287746E+02,0.456451E+03,0.456451E+03,0.176639E+02,0.267622E-01,0.176371E+02,0.173275E+02,0.441197E+00,0.287175E+00,
0.135000E+04,0.808355E+02,0.340307E+02,0.288043E+02,0.351992E+02,0.107573E+03,0.318976E+02,0.212231E+02,0.920519E+00,0.495325E+00,0.425194E+00,0.000000E+00,0.404280E+00,0.439652E+00,0.289039E+02,0.734990E+02,0.734990E+02,0.172789E+02,0.272735E-01,0.172517E+02,0.169349E+02,0.442590E+00,0.292858E+00,0.289039E+02,0.454064E+03,0.454064E+03,0.172789E+02,0.272735E-01,0.172517E+02,0.169349E+02,0.442590E+00,0.292858E+00,
0.138000E+04,0.817728E+02,0.343808E+02,0.290257E+02,0.355297E+02,0.108670E+03,0.321926E+02,0.212936E+02,0.937850E+00,0.502694E+00,0.435156E+00,0.000000E+00,0.405090E+00,0.448804E+00,0.290325E+02,0.745306E+02,0.745306E+02,0.169112E+02,0.277846E-01,0.168834E+02,0.165595E+02,0.444018E+00,0.298607E+00,0.290325E+02,0.451467E+03,0.451467E+03,0.169112E+02,0.277846E-01,0.168834E+02,0.165595E+02,0.444018E+00,0.298607E+00,
0.141000E+04,0.827136E+02,0.347345E+02,0.292493E+02,0.358620E+02,0.109772E+03,0.324908E+02,0.213662E+02,0.955362E+00,0.510100E+00,0.445261E+00,0.000000E+00,0.405927E+00,0.458073E+00,0.291604E+02,0.755149E+02,0.755149E+02,0.165595E+02,0.282950E-01,0.165312E+02,0.162000E+02,0.445482E+00,0.304411E+00,0.291604E+02,0.448709E+03,0.448709E+03,0.165595E+02,0.282950E-01,0.165312E+02,0.162000E+02,0.445482E+00,0.304411E+00,
0.144000E+04,0.836574E+02,0.350919E+02,0.294752E+02,0.361960E+02,0.110876E+03,0.327922E+02,0.214408E+02,0.973028E+00,0.517529E+00,0.455499E+00,0.000000E+00,0.406788E+00,0.467449E+00,0.292874E+02,0.764540E+02,0.764540E+02,0.162229E+02,0.288042E-01,0.161941E+02,0.158556E+02,0.446980E+00,0.310265E+00,0.292874E+02,0.445831E+03,0.445831E+03,0.162229E+02,0.288042E-01,0.161941E+02,0.158556E+02,0.446980E+00,0.310265E+00,
0.147000E+04,0.846035E+02,0.354530E+02,0.297034E+02,0.365317E+02,0.111981E+03,0.330968E+02,0.215175E+02,0.990834E+00,0.524970E+00,0.465864E+00,0.000000E+00,0.407672E+00,0.476930E+00,0.294135E+02,0.773500E+02,0.773500E+02,0.159005E+02,0.293117E-01,0.158712E+02,0.155252E+02,0.448512E+00,0.316168E+00,0.294135E+02,0.442866E+03,0.442866E+03,0.159005E+02,0.293117E-01,0.158712E+02,0.155252E+02,0.448512E+00,0.316168E+00,
0.150000E+04,0.855520E+02,0.358179E+02,0.299339E+02,0.368690E+02,0.113086E+03,0.334047E+02,0.215961E+02,0.100877E+01,0.532421E+00,0.476353E+00,0.000000E+00,0.408577E+00,0.486514E+00,0.295386E+02,0.782049E+02,0.782049E+02,0.155914E+02,0.298174E-01,0.155616E+02,0.152082E+02,0.450075E+00,0.322119E+00,0.295386E+02,0.439843E+03,0.439843E+03,0.155914E+02,0.298174E-01,0.155616E+02,0.152082E+02,0.450075E+00,0.322119E+00,
