"Dataplot Line Number","Verification Group","Case Name","Type of Metric","Expected Metric","Predicted Metric","Dependent Variable","Type of Error","Error","Error Tolerance","Within Specified Error Tolerance","Plot Filename"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
84,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0.025644,0.0091887,"Mole Fraction (frac)","Relative Error","6.42e-01","1.00e-01","No","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0.051333,0.014028,"Mole Fraction (frac)","Relative Error","7.27e-01","1.00e-01","No","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Urethane"
84,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Urethane"
85,"Mass","Mass_Balance","max",314.998,315,"Temperature ($^\circ$C)","Relative Error","6.35e-06","1.00e-01","Yes","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",123.543,123.544,"Temperature ($^\circ$C)","Relative Error","8.09e-06","1.00e-01","Yes","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hardwood"
85,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hardwood"
86,"Mass","Mass_Balance","max",-0.0005,-0.0005,"Height (m)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
86,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hardwood"
87,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0.025644,0.025644,"Mole Fraction (frac)","Relative Error","3.90e-06","1.00e-01","Yes","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0.051333,0.051333,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hardwood"
87,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hardwood"
89,"Mass","Mass_Balance","max",353.85,363.54,"Temperature ($^\circ$C)","Relative Error","2.74e-02","1.00e-01","Yes","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",345,353.85,"Temperature ($^\circ$C)","Relative Error","2.57e-02","1.00e-01","Yes","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Materials"
89,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",145.84,140.55,"Temperature ($^\circ$C)","Relative Error","3.63e-02","1.00e-01","Yes","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",143,145.84,"Temperature ($^\circ$C)","Relative Error","1.99e-02","1.00e-01","Yes","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Materials"
90,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Materials"
91,"Mass","Mass_Balance","max",1e-12,-15,"Height (m)","Relative Error","1.50e+13","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",1e-12,-15,"Height (m)","Relative Error","1.50e+13","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Materials"
91,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Materials"
93,"Mass","Mass_Balance","max",353.85,354,"Temperature ($^\circ$C)","Relative Error","4.24e-04","1.00e-01","Yes","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",354,354,"Temperature ($^\circ$C)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Ignition_Temperature"
93,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Upper_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",145.84,146,"Temperature ($^\circ$C)","Relative Error","1.10e-03","1.00e-01","Yes","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",146,146,"Temperature ($^\circ$C)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Ignition_Temperature"
94,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Lower_Layer_Temperature_Ignition_Temperature"
95,"Mass","Mass_Balance","max",1e-12,1e-12,"Height (m)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",1e-12,1e-12,"Height (m)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Ignition_Temperature"
95,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Ignition_Temperature"
96,"Mass","Mass_Balance","max",0.2048,0.2048,"Temperature ($^\circ$C)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0.025644,0.025644,"Temperature ($^\circ$C)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0.051333,0.051333,"Temperature ($^\circ$C)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Ignition_Temperature_120_vs_700"
96,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Ignition_Temperature_120_vs_700"
98,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0.016749,0.016748,"Mole Fraction (frac)","Relative Error","1.79e-05","1.00e-01","Yes","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0.15868,0.15867,"Mole Fraction (frac)","Relative Error","1.26e-05","1.00e-01","Yes","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_No_Filter_vs_Filter"
98,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",1e-12,1e-12,"Parts Per Million (ppm)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
99,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/HCN_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",7912.12,7911.99,"Parts Per Million (ppm)","Relative Error","1.64e-05","1.00e-01","Yes","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
100,"Mass","Mass_Balance","max",0,0,"Parts Per Million (ppm)","Relative Error","NaN","1.00e-01","No","Verification/CO_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",1e-12,9.8773,"Mass (kg)","Relative Error","9.88e+12","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
101,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/TS_No_Filter_vs_Filter"
103,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0.025644,0.018262,"Mole Fraction (frac)","Relative Error","2.88e-01","1.00e-01","No","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0.051333,0.051225,"Mole Fraction (frac)","Relative Error","2.11e-03","1.00e-01","Yes","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_CO_Yield"
103,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_CO_Yield"
104,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0.025644,0.0056885,"Mole Fraction (frac)","Relative Error","7.78e-01","1.00e-01","No","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0.051333,0.050478,"Mole Fraction (frac)","Relative Error","1.67e-02","1.00e-01","Yes","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Soot_Yield"
104,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Soot_Yield"
108,"Mass","Mass_Balance","max",314.321,349.092,"Temperature ($^\circ$C)","Relative Error","1.11e-01","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",105.679,118.325,"Temperature ($^\circ$C)","Relative Error","1.20e-01","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
108,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Temperature_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/DOE202_ULO2_Generated_vs_CFAST"
