Time,ULT,LLT,ULO2percent,LLCO2percent,ULO2,LLCO2,ULTS,LLTS
739.8,260.437,111.457,0,0.00132052,0,1.32E-05,0.03,0.00
745.2,260.769,111.776,0,0.00129067,0,1.29E-05,0.03,0.00
750,261.099,112.093,0,0.00126148,0,1.26E-05,0.03,0.00
754.8,261.427,112.408,0,0.00123291,0,1.23E-05,0.03,0.00
760.2,261.754,112.723,0,0.00120497,0,1.20E-05,0.03,0.00
765,262.079,113.036,0,0.00117764,0,1.18E-05,0.03,0.00
769.8,262.403,113.348,0,0.0011509,0,0.000011509,0.03,0.00
775.2,262.725,113.659,0,0.00112474,0,1.12E-05,0.03,0.00
780,263.045,113.969,0,0.00109916,0,1.10E-05,0.03,0.00
784.8,263.363,114.278,0,0.00107414,0,1.07E-05,0.03,0.00
790.2,263.68,114.585,0,0.00104966,0,1.05E-05,0.03,0.00
795,263.995,114.891,0,0.00102572,0,1.03E-05,0.03,0.00
799.8,264.309,115.196,0,0.00100231,0,1.00E-05,0.03,0.00
805.2,264.62,115.5,0,0.000979407,0,9.79E-06,0.03,0.00
810,264.931,115.802,0,0.000957013,0,9.57E-06,0.03,0.00
814.8,265.24,116.104,0,0.000935113,0,9.35E-06,0.03,0.00
820.2,265.547,116.404,0,0.000913696,0,9.14E-06,0.03,0.00
825,265.852,116.702,0,0.000892753,0,8.93E-06,0.03,0.00
829.8,266.156,117,0,0.000872272,0,8.72E-06,0.03,0.00
835.2,266.458,117.297,0,0.000852246,0,8.52E-06,0.03,0.00
840,266.758,117.592,0,0.000832664,0,8.33E-06,0.03,0.00
844.8,267.056,117.886,0,0.000813517,0,8.14E-06,0.03,0.00
850.2,267.353,118.179,0,0.000794795,0,7.95E-06,0.03,0.00
855,267.648,118.471,0,0.000776491,0,7.76E-06,0.03,0.00
859.8,267.942,118.761,0,0.000758594,0,7.59E-06,0.03,0.00
865.2,268.233,119.051,0,0.000741097,0,7.41E-06,0.03,0.00
870,268.523,119.339,0,0.000723991,0,7.24E-06,0.03,0.00
874.8,268.812,119.626,0,0.000707268,0,7.07E-06,0.03,0.00
880.2,269.099,119.912,0,0.000690919,0,6.91E-06,0.03,0.00
885,269.384,120.197,0,0.000674938,0,6.75E-06,0.03,0.00
889.8,269.667,120.48,0,0.000659314,0,6.59E-06,0.03,0.00
895.2,269.949,120.763,0,0.000644042,0,6.44E-06,0.03,0.00
900,270.229,121.044,0,0.000629114,0,6.29E-06,0.03,0.00
904.8,270.508,121.324,0,0.000614522,0,6.15E-06,0.03,0.00
910.2,270.785,121.603,0,0.000600259,0,6.00E-06,0.03,0.00
915,271.06,121.881,0,0.000586319,0,5.86E-06,0.03,0.00
919.8,271.334,122.158,0,0.000572693,0,5.73E-06,0.03,0.00
925.2,271.606,122.433,0,0.000559376,0,5.59E-06,0.03,0.00
930,271.876,122.707,0,0.00054636,0,5.46E-06,0.03,0.00
934.8,272.145,122.981,0,0.00053364,0,5.34E-06,0.03,0.00
940.2,272.408,123.251,0,0.000521203,0,5.21E-06,0.03,0.00
945,272.609,123.498,0,0.000508947,0,5.09E-06,0.03,0.00
949.8,272.769,123.724,0,0.000496889,0,4.97E-06,0.03,0.00
955.2,272.896,123.933,0,0.000485036,0,4.85E-06,0.03,0.00
960,272.993,124.126,0,0.000473393,0,4.73E-06,0.03,0.00
964.8,273.061,124.305,0,0.000461963,0,4.62E-06,0.03,0.00
970.2,273.103,124.47,0,0.000450748,0,4.51E-06,0.03,0.00
975,273.12,124.623,0,0.000439749,0,4.40E-06,0.03,0.00
979.8,273.114,124.764,0,0.000428966,0,4.29E-06,0.03,0.00
985.2,273.085,124.893,0,0.000418399,0,4.18E-06,0.03,0.00
990,273.033,125.012,0,0.000408047,0,4.08E-06,0.03,0.00
994.8,272.959,125.121,0,0.000397909,0,3.98E-06,0.03,0.00
1000.2,272.864,125.219,0,0.000387984,0,3.88E-06,0.03,0.00
1005,272.746,125.308,0,0.000378269,0,3.78E-06,0.03,0.00
1009.8,272.607,125.386,0,0.000368763,0,3.69E-06,0.03,0.00
1015.2,272.446,125.456,0,0.000359465,0,3.59E-06,0.03,0.00
1020,272.262,125.516,0,0.000350371,0,3.50E-06,0.03,0.00
1024.8,272.055,125.566,0,0.00034148,0,3.41E-06,0.03,0.00
1030.2,271.825,125.607,0,0.00033279,0,3.33E-06,0.03,0.00
1035,271.571,125.639,0,0.000324298,0,3.24E-06,0.03,0.00
1039.8,271.292,125.662,0,0.000316002,0,3.16E-06,0.03,0.00
1045.2,270.988,125.675,0,0.000307899,0,3.08E-06,0.03,0.00
1050,270.657,125.679,0,0.000299988,0,3.00E-06,0.03,0.00
1054.8,270.299,125.673,0,0.000292265,0,2.92E-06,0.03,0.00
1060.2,269.913,125.659,0,0.000284729,0,2.85E-06,0.03,0.00
1065,269.496,125.634,0,0.000277376,0,2.77E-06,0.03,0.00
1069.8,269.043,125.601,0,0.000270207,0,2.70E-06,0.03,0.00
1075.2,268.546,125.559,0,0.00026322,0,2.63E-06,0.03,0.00
1080,268.005,125.506,0,0.000256412,0,2.56E-06,0.03,0.00
1084.8,267.42,125.443,0,0.00024978,0,2.50E-06,0.03,0.00
1090.2,266.794,125.368,0,0.000243319,0,2.43E-06,0.03,0.00
1095,266.128,125.281,0,0.000237026,0,2.37E-06,0.03,0.00
1099.8,265.422,125.181,0,0.000230897,0,2.31E-06,0.03,0.00
1105.2,264.676,125.069,0,0.000224929,0,2.25E-06,0.03,0.00
1110,263.889,124.942,0,0.000219118,0,2.19E-06,0.03,0.00
1114.8,263.062,124.801,0,0.00021346,0,2.13E-06,0.03,0.00
1120.2,262.192,124.646,0,0.000207951,0,2.08E-06,0.03,0.00
1125,261.279,124.476,0,0.000202589,0,2.03E-06,0.03,0.00
1129.8,260.319,124.291,0,0.000197368,0,1.97E-06,0.03,0.00
1135.2,259.311,124.089,0,0.000192286,0,1.92E-06,0.03,0.00
1140,258.25,123.87,0,0.000187339,0,1.87E-06,0.03,0.00
1144.8,257.132,123.633,0,0.000182522,0,1.83E-06,0.03,0.00
1150.2,255.962,123.377,0,0.000177829,0,1.78E-06,0.03,0.00
1155,254.74,123.1,0,0.000173256,0,1.73E-06,0.03,0.00
1159.8,253.466,122.801,0,0.000168799,0,1.69E-06,0.03,0.00
1165.2,252.134,122.479,0,0.000164453,0,1.64E-06,0.03,0.00
1170,250.74,122.133,0,0.000160213,0,1.60E-06,0.03,0.00
1174.8,249.277,121.761,0,0.000156077,0,1.56E-06,0.03,0.00
1180.2,247.738,121.363,0.000343718,0.000152038,3.44E-06,1.52E-06,0.03,0.00
1185,246.113,120.934,0.00559132,0.000148093,5.59E-05,1.48E-06,0.03,0.00
1189.8,244.391,120.473,0.0173879,0.000144236,0.000173879,1.44E-06,0.03,0.00
1195.2,242.555,119.976,0.0361588,0.000140462,0.000361588,1.40E-06,0.03,0.00
1200,240.587,119.438,0.062403,0.000136765,0.00062403,1.37E-06,0.03,0.00
1204.8,237.527,118.651,0.107802,0.000132932,0.00107802,1.33E-06,0.03,0.00
1210.2,232.851,117.462,0.18352,0.000128788,0.0018352,1.29E-06,0.03,0.00
1215,227.245,116.005,0.283003,0.000124508,0.00283003,1.25E-06,0.03,0.00
1219.8,221.029,114.361,0.400826,0.000120191,0.00400826,1.20E-06,0.03,0.00
1225.2,214.346,112.57,0.531078,0.000115892,0.00531078,1.16E-06,0.03,0.00
1230,207.268,110.662,0.667531,0.00011164,0.00667531,1.12E-06,0.03,0.00
1234.8,199.83,108.657,0.801348,0.000107457,0.00801348,1.07E-06,0.03,0.00
1240.2,192.125,106.592,0.915297,0.000103373,0.00915297,1.03E-06,0.03,0.00
1245,185.787,104.965,1.00267,9.98E-05,0.0100267,0.000000998,0.03,0.00
1249.8,180.946,103.778,1.07598,9.69E-05,0.0107598,0.000000969,0.03,0.00
1255.2,177.08,102.851,1.13961,9.43E-05,0.0113961,0.000000943,0.03,0.00
1260,173.882,102.09,1.19671,9.20E-05,0.0119671,0.00000092,0.03,0.00
1264.8,171.153,101.437,1.2492,8.99E-05,0.012492,0.000000899,0.03,0.00
1270.2,168.768,100.861,1.29838,8.80E-05,0.0129838,0.00000088,0.03,0.00
1275,166.639,100.338,1.34511,8.62E-05,0.0134511,0.000000862,0.03,0.00
1279.8,164.707,99.8563,1.38997,8.45E-05,0.0138997,0.000000845,0.03,0.00
1285.2,162.931,99.4062,1.43339,0.000082937,0.0143339,8.29E-07,0.03,0.00
1290,161.28,98.9814,1.47565,0.000081422,0.0147565,8.14E-07,0.03,0.00
1294.8,159.734,98.5775,1.51699,8.00E-05,0.0151699,0.0000008,0.03,0.00
1300.2,158.275,98.1913,1.55755,7.86E-05,0.0155755,0.000000786,0.03,0.00
1305,156.89,97.826,1.59743,7.73E-05,0.0159743,0.000000773,0.03,0.00
1309.8,155.57,97.4969,1.6366,0.000076024,0.016366,7.60E-07,0.03,0.00
1315.2,154.306,97.1754,1.67532,0.000074813,0.0167532,7.48E-07,0.03,0.00
1320,153.09,96.8608,1.71366,7.36E-05,0.0171366,0.000000736,0.03,0.00
1324.8,151.917,96.5529,1.75166,7.25E-05,0.0175166,0.000000725,0.03,0.00
1330.2,150.784,96.2511,1.78935,7.14E-05,0.0178935,0.000000714,0.03,0.00
1335,149.687,95.9551,1.82677,7.04E-05,0.0182677,0.000000704,0.03,0.00
1339.8,148.622,95.6645,1.86396,6.94E-05,0.0186396,0.000000694,0.03,0.00
1345.2,147.588,95.3792,1.90093,6.84E-05,0.0190093,0.000000684,0.03,0.00
1350,146.584,95.1003,1.93755,6.75E-05,0.0193755,0.000000675,0.03,0.00
1354.8,145.613,94.8286,1.97365,0.000066571,0.0197365,6.66E-07,0.03,0.00
1360.2,144.671,94.5612,2.00926,6.57E-05,0.0200926,0.000000657,0.03,0.00
1365,143.756,94.2963,2.04443,6.48E-05,0.0204443,0.000000648,0.03,0.00
1369.8,142.864,94.0324,2.07919,6.40E-05,0.0207919,0.00000064,0.03,0.00
1375.2,141.993,93.7683,2.11359,6.32E-05,0.0211359,0.000000632,0.03,0.00
1380,141.142,93.5032,2.14765,6.24E-05,0.0214765,0.000000624,0.03,0.00
1384.8,140.31,93.2366,2.18138,6.16E-05,0.0218138,0.000000616,0.03,0.00
1390.2,139.495,92.9679,2.21482,0.000060895,0.0221482,6.09E-07,0.02,0.00
1395,138.696,92.6971,2.24796,6.02E-05,0.0224796,0.000000602,0.02,0.00
1399.8,137.912,92.4235,2.28084,5.95E-05,0.0228084,0.000000595,0.02,0.00
1405.2,137.151,92.1395,2.31312,7.14E-05,0.0231312,0.000000714,0.02,0.00
1410,136.413,91.8426,2.34466,0.000123204,0.0234466,1.23E-06,0.02,0.00
1414.8,135.695,91.5344,2.37548,0.000231523,0.0237548,2.32E-06,0.02,0.00
1420.2,134.994,91.2164,2.40563,0.000409108,0.0240563,4.09E-06,0.02,0.00
1425,134.31,90.8899,2.43512,0.000665556,0.0243512,6.66E-06,0.02,0.00
1429.8,133.64,90.5561,2.46397,0.00100854,0.0246397,1.01E-05,0.02,0.00
1435.2,132.983,90.2161,2.49221,0.00144429,0.0249221,1.44E-05,0.02,0.00
1440,132.339,89.8709,2.51986,0.00197786,0.0251986,1.98E-05,0.02,0.00
1444.8,131.705,89.5214,2.54693,0.00261334,0.0254693,2.61E-05,0.02,0.00
1450.2,131.083,89.1685,2.57343,0.00335401,0.0257343,3.35E-05,0.02,0.00
1455,130.47,88.8128,2.59939,0.00420247,0.0259939,4.20E-05,0.02,0.00
1459.8,129.866,88.455,2.6248,0.00516138,0.026248,5.16E-05,0.02,0.00
1465.2,129.272,88.0957,2.64969,0.00623315,0.0264969,6.23E-05,0.02,0.00
1470,128.686,87.7355,2.67407,0.00741597,0.0267407,7.42E-05,0.02,0.00
1474.8,128.108,87.3749,2.69795,0.00871198,0.0269795,8.71E-05,0.02,0.00
1480.2,127.538,87.0144,2.72135,0.0101182,0.0272135,0.000101182,0.02,0.00
1485,126.974,86.6543,2.74428,0.0116366,0.0274428,0.000116366,0.02,0.00
1489.8,126.419,86.2951,2.76671,0.0132754,0.0276671,0.000132754,0.02,0.00
1495.2,125.87,85.9371,2.78871,0.0150197,0.0278871,0.000150197,0.02,0.00
1500,125.327,85.5804,2.81027,0.0168732,0.0281027,0.000168732,0.02,0.00
1504.8,124.79,85.2253,2.83139,0.0188376,0.0283139,0.000188376,0.02,0.00
1510.2,124.259,84.872,2.85209,0.0209082,0.0285209,0.000209082,0.02,0.00
1515,123.733,84.5208,2.87238,0.0230855,0.0287238,0.000230855,0.02,0.00
1519.8,123.213,84.1716,2.89227,0.025366,0.0289227,0.00025366,0.02,0.00
1525.2,122.698,83.8248,2.91176,0.0277509,0.0291176,0.000277509,0.02,0.00
1530,122.188,83.4805,2.93087,0.0302355,0.0293087,0.000302355,0.02,0.00
1534.8,121.683,83.1386,2.9496,0.0328189,0.029496,0.000328189,0.02,0.00
1540.2,121.182,82.7995,2.96795,0.0354998,0.0296795,0.000354998,0.02,0.00
1545,120.686,82.4628,2.98595,0.038274,0.0298595,0.00038274,0.02,0.00
1549.8,120.195,82.129,3.00359,0.0411402,0.0300359,0.000411402,0.02,0.00
1555.2,119.707,81.7979,3.02088,0.0440959,0.0302088,0.000440959,0.02,0.00
1560,119.225,81.4698,3.03784,0.0471388,0.0303784,0.000471388,0.02,0.00
1564.8,118.746,81.1445,3.05446,0.0502663,0.0305446,0.000502663,0.02,0.00
1570.2,118.271,80.8221,3.07076,0.0534759,0.0307076,0.000534759,0.02,0.00
1575,117.8,80.5027,3.08675,0.0567651,0.0308675,0.000567651,0.02,0.00
1579.8,117.333,80.1862,3.10242,0.0601311,0.0310242,0.000601311,0.02,0.00
1585.2,116.87,79.8726,3.11779,0.0635716,0.0311779,0.000635716,0.02,0.00
1590,116.41,79.5619,3.13286,0.0670837,0.0313286,0.000670837,0.02,0.00
1594.8,115.954,79.2541,3.14764,0.0706649,0.0314764,0.000706649,0.02,0.00
1600.2,115.501,78.9492,3.16214,0.0743127,0.0316214,0.000743127,0.02,0.00
1605,115.051,78.6471,3.17635,0.0780243,0.0317635,0.000780243,0.02,0.00
1609.8,114.605,78.3479,3.1903,0.0817972,0.031903,0.000817972,0.02,0.00
1615.2,114.162,78.0515,3.20398,0.0856289,0.0320398,0.000856289,0.02,0.00
1620,113.723,77.7623,3.21738,0.0895165,0.0321738,0.000895165,0.02,0.00
1624.8,113.286,77.4979,3.23046,0.0934506,0.0323046,0.000934506,0.02,0.00
1630.2,112.853,77.2341,3.2433,0.0974342,0.032433,0.000974342,0.02,0.00
1635,112.422,76.971,3.25591,0.101465,0.0325591,0.00101465,0.02,0.00
1639.8,111.994,76.709,3.26828,0.105541,0.0326828,0.00105541,0.02,0.00
1645.2,111.569,76.448,3.28043,0.109662,0.0328043,0.00109662,0.02,0.00
1650,111.147,76.1883,3.29235,0.113824,0.0329235,0.00113824,0.02,0.00
1654.8,110.728,75.9298,3.30404,0.118026,0.0330404,0.00118026,0.02,0.00
1660.2,110.311,75.6726,3.31552,0.122263,0.0331552,0.00122263,0.02,0.00
1665,109.898,75.4168,3.32679,0.126536,0.0332679,0.00126536,0.02,0.00
1669.8,109.487,75.1625,3.33785,0.13084,0.0333785,0.0013084,0.02,0.00
1675.2,109.079,74.9097,3.3487,0.135175,0.033487,0.00135175,0.02,0.00
1680,108.674,74.6582,3.35935,0.139536,0.0335935,0.00139536,0.02,0.00
1684.8,108.271,74.4084,3.3698,0.143924,0.033698,0.00143924,0.02,0.00
1690.2,107.87,74.16,3.38005,0.148335,0.0338005,0.00148335,0.02,0.00
1695,107.472,73.9132,3.39012,0.152767,0.0339012,0.00152767,0.02,0.00
1699.8,107.077,73.668,3.4,0.157219,0.034,0.00157219,0.02,0.00
