Time,ULT_1,Pressure (not correct units),PRS_1
69,42.26455696,3.324759416,33247.59416
70,42.26455696,3.324759416,33247.59416
71,42.26455696,3.324759416,33247.59416
72,42.26455696,3.324759416,33247.59416
73,42.26455696,3.324759416,33247.59416
74,42.26455696,3.324759416,33247.59416
75,42.26455696,3.324759416,33247.59416
76,42.26455696,3.324759416,33247.59416
77,42.26455696,3.324759416,33247.59416
78,42.26455696,3.324759416,33247.59416
79,42.26455696,3.324759416,33247.59416
80,42.26455696,3.324759416,33247.59416
81,42.26455696,3.324759416,33247.59416
82,42.26455696,3.324759416,33247.59416
83,42.26455696,3.324759416,33247.59416
84,42.26455696,3.324759416,33247.59416
85,42.26455696,3.324759416,33247.59416
86,42.26455696,3.324759416,33247.59416
87,42.26455696,3.324759416,33247.59416
88,42.26455696,3.324759416,33247.59416
89,42.26455696,3.324759416,33247.59416
90,42.26455696,3.324759416,33247.59416
91,42.26455696,3.324759416,33247.59416
92,42.26455696,3.324759416,33247.59416
93,42.26455696,3.324759416,33247.59416
94,42.26455696,3.324759416,33247.59416
95,42.26455696,3.324759416,33247.59416
96,42.26455696,3.324759416,33247.59416
97,42.26455696,3.324759416,33247.59416
98,42.26455696,3.324759416,33247.59416
99,42.26455696,3.324759416,33247.59416
100,42.26455696,3.324759416,33247.59416
101,42.26455696,3.324759416,33247.59416
102,42.26455696,3.324759416,33247.59416
103,42.26455696,3.324759416,33247.59416
104,42.26455696,3.324759416,33247.59416
105,42.26455696,3.324759416,33247.59416
106,42.26455696,3.324759416,33247.59416
107,42.26455696,3.324759416,33247.59416
108,42.26455696,3.324759416,33247.59416
109,42.26455696,3.324759416,33247.59416
110,42.26455696,3.324759416,33247.59416
111,42.26455696,3.324759416,33247.59416
112,42.26455696,3.324759416,33247.59416
113,42.26455696,3.324759416,33247.59416
114,42.26455696,3.324759416,33247.59416
115,42.26455696,3.324759416,33247.59416
116,42.26455696,3.324759416,33247.59416
117,42.26455696,3.324759416,33247.59416
118,42.26455696,3.324759416,33247.59416
119,42.26455696,3.324759416,33247.59416
120,42.26455696,3.324759416,33247.59416
121,42.26455696,3.324759416,33247.59416
122,42.26455696,3.324759416,33247.59416
123,42.26455696,3.324759416,33247.59416
124,42.26455696,3.324759416,33247.59416
125,42.26455696,3.324759416,33247.59416
126,42.26455696,3.324759416,33247.59416
127,42.26455696,3.324759416,33247.59416
128,42.26455696,3.324759416,33247.59416
129,42.26455696,3.324759416,33247.59416
130,42.26455696,3.324759416,33247.59416
131,42.26455696,3.324759416,33247.59416
132,42.26455696,3.324759416,33247.59416
133,42.26455696,3.324759416,33247.59416
134,42.26455696,3.324759416,33247.59416
135,42.26455696,3.324759416,33247.59416
136,42.26455696,3.324759416,33247.59416
137,42.26455696,3.324759416,33247.59416
138,42.26455696,3.324759416,33247.59416
139,42.26455696,3.324759416,33247.59416
140,42.26455696,3.324759416,33247.59416
141,42.26455696,3.324759416,33247.59416
142,42.26455696,3.324759416,33247.59416
143,42.26455696,3.324759416,33247.59416
144,42.26455696,3.324759416,33247.59416
145,42.26455696,3.324759416,33247.59416
146,42.26455696,3.324759416,33247.59416
147,42.26455696,3.324759416,33247.59416
148,42.26455696,3.324759416,33247.59416
149,42.26455696,3.324759416,33247.59416
150,42.26455696,3.324759416,33247.59416
151,42.26455696,3.324759416,33247.59416
152,42.26455696,3.324759416,33247.59416
153,42.26455696,3.324759416,33247.59416
154,42.26455696,3.324759416,33247.59416
155,42.26455696,3.324759416,33247.59416
156,42.26455696,3.324759416,33247.59416
157,42.26455696,3.324759416,33247.59416
158,42.26455696,3.324759416,33247.59416
159,42.26455696,3.324759416,33247.59416
160,42.26455696,3.324759416,33247.59416
161,42.26455696,3.324759416,33247.59416
162,42.26455696,3.324759416,33247.59416
163,42.26455696,3.324759416,33247.59416
164,42.26455696,3.324759416,33247.59416
165,42.26455696,3.324759416,33247.59416
166,42.26455696,3.324759416,33247.59416
167,42.26455696,3.324759416,33247.59416
168,42.26455696,3.324759416,33247.59416
169,42.26455696,3.324759416,33247.59416
170,42.26455696,3.324759416,33247.59416
171,42.26455696,3.324759416,33247.59416
172,42.26455696,3.324759416,33247.59416
173,42.26455696,3.324759416,33247.59416
174,42.26455696,3.324759416,33247.59416
175,42.26455696,3.324759416,33247.59416
176,42.26455696,3.324759416,33247.59416
177,42.26455696,3.324759416,33247.59416
178,42.26455696,3.324759416,33247.59416
179,42.26455696,3.324759416,33247.59416
180,42.26455696,3.324759416,33247.59416
181,42.26455696,3.324759416,33247.59416
182,42.26455696,3.324759416,33247.59416
183,42.26455696,3.324759416,33247.59416
184,42.26455696,3.324759416,33247.59416
185,42.26455696,3.324759416,33247.59416
186,42.26455696,3.324759416,33247.59416
187,42.26455696,3.324759416,33247.59416
188,42.26455696,3.324759416,33247.59416
189,42.26455696,3.324759416,33247.59416
190,42.26455696,3.324759416,33247.59416
191,42.26455696,3.324759416,33247.59416
192,42.26455696,3.324759416,33247.59416
193,42.26455696,3.324759416,33247.59416
194,42.26455696,3.324759416,33247.59416
195,42.26455696,3.324759416,33247.59416
196,42.26455696,3.324759416,33247.59416
197,42.26455696,3.324759416,33247.59416
198,42.26455696,3.324759416,33247.59416
199,42.26455696,3.324759416,33247.59416
200,42.26455696,3.324759416,33247.59416
201,32.30000168,0,16623.63346
500,32.30000168,0,16623.63346
501,28.49710261,0,11082.42231
700,28.49710261,0,11082.42231
701,26.49040679,0,8311.81673
1000,26.49040679,0,8311.81673
1001,20,0,0
1500,20,0,0
